,State_Name,District_Name,Crop_Year,Season,Crop,Area,Production,0
154789,Odisha,KENDUJHAR,2013.0,Autumn,Groundnut,34.0,31.3,
154790,Odisha,KENDUJHAR,2013.0,Autumn,Jute,814.0,1478.2,
154791,Odisha,KENDUJHAR,2013.0,Autumn,Maize,1425.0,2550.1,
154792,Odisha,KENDUJHAR,2013.0,Autumn,Rice,30000.0,40000.0,
154793,Odisha,KENDUJHAR,2013.0,Autumn,Sesamum,56.0,13.2,
154794,Odisha,KENDUJHAR,2013.0,Autumn,Urad,597.0,174.3,
154810,Odisha,KENDUJHAR,2014.0,Autumn,Groundnut,76.0,99.1,
154811,Odisha,KENDUJHAR,2014.0,Autumn,Jute,231.0,389.5,
154812,Odisha,KENDUJHAR,2014.0,Autumn,Maize,1972.0,3458.2,
154813,Odisha,KENDUJHAR,2014.0,Autumn,Rice,34000.0,54000.0,
154814,Odisha,KENDUJHAR,2014.0,Autumn,Sesamum,130.0,30.9,
154815,Odisha,KENDUJHAR,2014.0,Autumn,Urad,708.0,230.1,
154831,Odisha,KENDUJHAR,2015.0,Autumn,Groundnut,82.0,63.5,
154832,Odisha,KENDUJHAR,2015.0,Autumn,Jute,476.0,1310.4,
154833,Odisha,KENDUJHAR,2015.0,Autumn,Maize,1238.0,2053.1,
154834,Odisha,KENDUJHAR,2015.0,Autumn,Rice,25000.0,18000.0,
154835,Odisha,KENDUJHAR,2015.0,Autumn,Sesamum,86.0,19.8,
154836,Odisha,KENDUJHAR,2015.0,Autumn,Urad,397.0,100.0,
154852,Odisha,KHORDHA,1997.0,Autumn,Jute,10.0,10.0,
154853,Odisha,KHORDHA,1997.0,Autumn,Maize,10.0,8.0,
154854,Odisha,KHORDHA,1997.0,Autumn,Paddy,1357.0,1469.0,
154855,Odisha,KHORDHA,1997.0,Autumn,Ragi,315.0,140.0,
154873,Odisha,KHORDHA,1998.0,Autumn,Maize,4.0,4.0,
154874,Odisha,KHORDHA,1998.0,Autumn,Ragi,80.0,35.0,
154875,Odisha,KHORDHA,1998.0,Autumn,Rice,2315.0,2884.0,
154876,Odisha,KHORDHA,1998.0,Autumn,Sesamum,18.0,3.0,
154877,Odisha,KHORDHA,1998.0,Autumn,Urad,2.0,1.0,
154896,Odisha,KHORDHA,1999.0,Autumn,Rice,1000.0,1000.0,
154931,Odisha,KHORDHA,2000.0,Autumn,Rice,1920.0,1890.0,
155043,Odisha,KHORDHA,2004.0,Autumn,Groundnut,1.0,0.2,
155044,Odisha,KHORDHA,2004.0,Autumn,Maize,10.0,13.6,
155045,Odisha,KHORDHA,2004.0,Autumn,Ragi,23.0,14.0,
155046,Odisha,KHORDHA,2004.0,Autumn,Rice,1000.0,1000.0,
155047,Odisha,KHORDHA,2004.0,Autumn,Sesamum,1.0,0.1,
155079,Odisha,KHORDHA,2005.0,Autumn,Groundnut,1.0,0.2,
155080,Odisha,KHORDHA,2005.0,Autumn,Maize,7.0,7.5,
155081,Odisha,KHORDHA,2005.0,Autumn,Ragi,86.0,46.0,
155099,Odisha,KHORDHA,2006.0,Autumn,Maize,9.0,13.0,
155100,Odisha,KHORDHA,2006.0,Autumn,Ragi,11.0,5.5,
155101,Odisha,KHORDHA,2006.0,Autumn,Sesamum,1.0,0.1,
155119,Odisha,KHORDHA,2007.0,Autumn,Groundnut,1.0,0.9,
155120,Odisha,KHORDHA,2007.0,Autumn,Maize,5.0,4.5,
155121,Odisha,KHORDHA,2007.0,Autumn,Urad,1.0,,
155138,Odisha,KHORDHA,2008.0,Autumn,Maize,10.0,19.7,
155139,Odisha,KHORDHA,2008.0,Autumn,Ragi,9.0,6.1,
155158,Odisha,KHORDHA,2009.0,Autumn,Maize,2.0,1.5,
155159,Odisha,KHORDHA,2009.0,Autumn,Ragi,8.0,4.8,
155178,Odisha,KHORDHA,2010.0,Autumn,Maize,59.0,129.4,
155179,Odisha,KHORDHA,2010.0,Autumn,Ragi,30.0,20.0,
155180,Odisha,KHORDHA,2010.0,Autumn,Sesamum,1.0,0.1,
155197,Odisha,KHORDHA,2011.0,Autumn,Maize,42.0,80.0,
155198,Odisha,KHORDHA,2011.0,Autumn,Ragi,19.0,13.9,
155217,Odisha,KHORDHA,2012.0,Autumn,Maize,23.0,61.9,
155218,Odisha,KHORDHA,2012.0,Autumn,Ragi,5.0,3.1,
155235,Odisha,KHORDHA,2013.0,Autumn,Maize,23.0,62.7,
155252,Odisha,KHORDHA,2014.0,Autumn,Maize,4.0,8.3,
155271,Odisha,KHORDHA,2015.0,Autumn,Maize,11.0,35.9,
155272,Odisha,KHORDHA,2015.0,Autumn,Ragi,1.0,0.7,
155290,Odisha,KORAPUT,1997.0,Autumn,Arhar/Tur,2.0,1.0,
155291,Odisha,KORAPUT,1997.0,Autumn,Groundnut,17.0,30.0,
155292,Odisha,KORAPUT,1997.0,Autumn,Jute,120.0,140.0,
155293,Odisha,KORAPUT,1997.0,Autumn,Maize,3525.0,3980.0,
155294,Odisha,KORAPUT,1997.0,Autumn,Paddy,31072.0,28394.0,
155295,Odisha,KORAPUT,1997.0,Autumn,Ragi,12176.0,8317.0,
155296,Odisha,KORAPUT,1997.0,Autumn,Sesamum,6.0,1.0,
155297,Odisha,KORAPUT,1997.0,Autumn,Urad,15.0,4.0,
155311,Odisha,KORAPUT,1998.0,Autumn,Groundnut,11.0,9.0,
155312,Odisha,KORAPUT,1998.0,Autumn,Jute,1.0,6.0,
155313,Odisha,KORAPUT,1998.0,Autumn,Maize,3410.0,3860.0,
155314,Odisha,KORAPUT,1998.0,Autumn,Moong(Green Gram),4.0,1.0,
155315,Odisha,KORAPUT,1998.0,Autumn,Ragi,11374.0,7450.0,
155316,Odisha,KORAPUT,1998.0,Autumn,Rice,33224.0,26758.0,
155336,Odisha,KORAPUT,1999.0,Autumn,Rice,32000.0,25000.0,
155379,Odisha,KORAPUT,2000.0,Autumn,Rice,37730.0,31310.0,
155520,Odisha,KORAPUT,2004.0,Autumn,Groundnut,96.0,85.2,
155521,Odisha,KORAPUT,2004.0,Autumn,Maize,2696.0,2967.6,
155522,Odisha,KORAPUT,2004.0,Autumn,Moong(Green Gram),139.0,24.9,
155523,Odisha,KORAPUT,2004.0,Autumn,Ragi,6042.0,4138.8,
155524,Odisha,KORAPUT,2004.0,Autumn,Rice,26000.0,24000.0,
155525,Odisha,KORAPUT,2004.0,Autumn,Urad,20.0,8.2,
155563,Odisha,KORAPUT,2005.0,Autumn,Groundnut,99.0,70.9,
155564,Odisha,KORAPUT,2005.0,Autumn,Maize,2837.0,3066.0,
155565,Odisha,KORAPUT,2005.0,Autumn,Ragi,7627.0,4888.9,
155566,Odisha,KORAPUT,2005.0,Autumn,Rice,27000.0,23000.0,
155567,Odisha,KORAPUT,2005.0,Autumn,Urad,75.0,16.1,
155585,Odisha,KORAPUT,2006.0,Autumn,Groundnut,29.0,19.5,
155586,Odisha,KORAPUT,2006.0,Autumn,Maize,2760.0,3109.2,
155587,Odisha,KORAPUT,2006.0,Autumn,Ragi,6853.0,4475.0,
155588,Odisha,KORAPUT,2006.0,Autumn,Rice,24000.0,27000.0,
155589,Odisha,KORAPUT,2006.0,Autumn,Urad,186.0,110.1,
155606,Odisha,KORAPUT,2007.0,Autumn,Groundnut,34.0,17.6,
155607,Odisha,KORAPUT,2007.0,Autumn,Maize,3336.0,4488.4,
155608,Odisha,KORAPUT,2007.0,Autumn,Ragi,7620.0,5448.3,
155609,Odisha,KORAPUT,2007.0,Autumn,Rice,25000.0,30000.0,
155610,Odisha,KORAPUT,2007.0,Autumn,Urad,111.0,24.1,
155627,Odisha,KORAPUT,2008.0,Autumn,Groundnut,232.0,195.6,
155628,Odisha,KORAPUT,2008.0,Autumn,Maize,2535.0,3114.7,
155629,Odisha,KORAPUT,2008.0,Autumn,Ragi,8128.0,5681.5,
155630,Odisha,KORAPUT,2008.0,Autumn,Rice,24000.0,23000.0,
155631,Odisha,KORAPUT,2008.0,Autumn,Urad,200.0,83.6,
155648,Odisha,KORAPUT,2009.0,Autumn,Groundnut,250.0,189.8,
155649,Odisha,KORAPUT,2009.0,Autumn,Maize,2965.0,3826.3,
155650,Odisha,KORAPUT,2009.0,Autumn,Moong(Green Gram),4.0,5.4,
155651,Odisha,KORAPUT,2009.0,Autumn,Ragi,6858.0,4066.8,
155652,Odisha,KORAPUT,2009.0,Autumn,Rice,23000.0,18000.0,
155653,Odisha,KORAPUT,2009.0,Autumn,Urad,1.0,0.2,
155672,Odisha,KORAPUT,2010.0,Autumn,Groundnut,114.0,91.2,
155673,Odisha,KORAPUT,2010.0,Autumn,Maize,4596.0,7669.9,
155674,Odisha,KORAPUT,2010.0,Autumn,Ragi,10006.0,7394.4,
155675,Odisha,KORAPUT,2010.0,Autumn,Rice,29000.0,35000.0,
155694,Odisha,KORAPUT,2011.0,Autumn,Groundnut,139.0,139.4,
155695,Odisha,KORAPUT,2011.0,Autumn,Maize,5529.0,9789.4,
155696,Odisha,KORAPUT,2011.0,Autumn,Ragi,7457.0,4996.2,
155697,Odisha,KORAPUT,2011.0,Autumn,Rice,24000.0,22000.0,
155698,Odisha,KORAPUT,2011.0,Autumn,Urad,3.0,0.3,
155718,Odisha,KORAPUT,2012.0,Autumn,Groundnut,115.0,115.8,
155719,Odisha,KORAPUT,2012.0,Autumn,Maize,6286.0,10829.7,
155720,Odisha,KORAPUT,2012.0,Autumn,Ragi,7343.0,5617.4,
155721,Odisha,KORAPUT,2012.0,Autumn,Rice,23000.0,28000.0,
155722,Odisha,KORAPUT,2012.0,Autumn,Urad,8.0,1.0,
155741,Odisha,KORAPUT,2013.0,Autumn,Groundnut,33.0,36.9,
155742,Odisha,KORAPUT,2013.0,Autumn,Maize,4912.0,9699.4,
155743,Odisha,KORAPUT,2013.0,Autumn,Ragi,5963.0,4979.1,
155744,Odisha,KORAPUT,2013.0,Autumn,Rice,23000.0,32000.0,
155745,Odisha,KORAPUT,2013.0,Autumn,Urad,1.0,0.2,
155763,Odisha,KORAPUT,2014.0,Autumn,Groundnut,186.0,142.5,
155764,Odisha,KORAPUT,2014.0,Autumn,Maize,4967.0,9892.3,
155765,Odisha,KORAPUT,2014.0,Autumn,Ragi,6811.0,4910.7,
155766,Odisha,KORAPUT,2014.0,Autumn,Rice,20000.0,23000.0,
155782,Odisha,KORAPUT,2015.0,Autumn,Groundnut,519.0,527.3,
155783,Odisha,KORAPUT,2015.0,Autumn,Maize,2882.0,6097.6,
155784,Odisha,KORAPUT,2015.0,Autumn,Ragi,5927.0,3722.2,
155785,Odisha,KORAPUT,2015.0,Autumn,Rice,13000.0,13000.0,
155800,Odisha,MALKANGIRI,1997.0,Autumn,Maize,1052.0,1082.0,
155801,Odisha,MALKANGIRI,1997.0,Autumn,Paddy,10870.0,7015.0,
155802,Odisha,MALKANGIRI,1997.0,Autumn,Ragi,511.0,245.0,
155817,Odisha,MALKANGIRI,1998.0,Autumn,Jute,8.0,50.0,
155818,Odisha,MALKANGIRI,1998.0,Autumn,Maize,1027.0,1052.0,
155819,Odisha,MALKANGIRI,1998.0,Autumn,Ragi,1409.0,699.0,
155820,Odisha,MALKANGIRI,1998.0,Autumn,Rice,9413.0,8237.0,
155837,Odisha,MALKANGIRI,1999.0,Autumn,Rice,14000.0,11000.0,
155868,Odisha,MALKANGIRI,2000.0,Autumn,Rice,13030.0,8830.0,
155973,Odisha,MALKANGIRI,2004.0,Autumn,Groundnut,1.0,0.9,
155974,Odisha,MALKANGIRI,2004.0,Autumn,Maize,707.0,632.6,
155975,Odisha,MALKANGIRI,2004.0,Autumn,Ragi,573.0,306.6,
155976,Odisha,MALKANGIRI,2004.0,Autumn,Rice,12000.0,10000.0,
156005,Odisha,MALKANGIRI,2005.0,Autumn,Groundnut,1.0,1.5,
156006,Odisha,MALKANGIRI,2005.0,Autumn,Maize,865.0,828.2,
156007,Odisha,MALKANGIRI,2005.0,Autumn,Ragi,1141.0,683.5,
156008,Odisha,MALKANGIRI,2005.0,Autumn,Rice,12000.0,13000.0,
156022,Odisha,MALKANGIRI,2006.0,Autumn,Maize,850.0,828.8,
156023,Odisha,MALKANGIRI,2006.0,Autumn,Ragi,922.0,419.5,
156024,Odisha,MALKANGIRI,2006.0,Autumn,Rice,13000.0,12000.0,
156036,Odisha,MALKANGIRI,2007.0,Autumn,Maize,894.0,1039.3,
156037,Odisha,MALKANGIRI,2007.0,Autumn,Ragi,891.0,498.1,
156038,Odisha,MALKANGIRI,2007.0,Autumn,Rice,15000.0,14000.0,
156039,Odisha,MALKANGIRI,2007.0,Autumn,Sesamum,6.0,1.0,
156054,Odisha,MALKANGIRI,2008.0,Autumn,Maize,745.0,845.5,
156055,Odisha,MALKANGIRI,2008.0,Autumn,Ragi,931.0,550.2,
156056,Odisha,MALKANGIRI,2008.0,Autumn,Rice,10000.0,8000.0,
156070,Odisha,MALKANGIRI,2009.0,Autumn,Groundnut,11.0,15.5,
156071,Odisha,MALKANGIRI,2009.0,Autumn,Maize,777.0,803.4,
156072,Odisha,MALKANGIRI,2009.0,Autumn,Moong(Green Gram),1.0,0.2,
156073,Odisha,MALKANGIRI,2009.0,Autumn,Ragi,812.0,430.4,
156074,Odisha,MALKANGIRI,2009.0,Autumn,Rice,13000.0,10000.0,
156086,Odisha,MALKANGIRI,2010.0,Autumn,Maize,1134.0,1317.6,
156087,Odisha,MALKANGIRI,2010.0,Autumn,Ragi,1035.0,612.7,
156088,Odisha,MALKANGIRI,2010.0,Autumn,Rice,13000.0,15000.0,
156102,Odisha,MALKANGIRI,2011.0,Autumn,Maize,989.0,1163.4,
156103,Odisha,MALKANGIRI,2011.0,Autumn,Ragi,1110.0,414.0,
156104,Odisha,MALKANGIRI,2011.0,Autumn,Rice,12000.0,4000.0,
156117,Odisha,MALKANGIRI,2012.0,Autumn,Maize,892.0,920.9,
156118,Odisha,MALKANGIRI,2012.0,Autumn,Ragi,971.0,479.7,
156119,Odisha,MALKANGIRI,2012.0,Autumn,Rice,10000.0,9000.0,
156133,Odisha,MALKANGIRI,2013.0,Autumn,Maize,876.0,983.1,
156134,Odisha,MALKANGIRI,2013.0,Autumn,Ragi,775.0,393.7,
156135,Odisha,MALKANGIRI,2013.0,Autumn,Rice,9000.0,9000.0,
156148,Odisha,MALKANGIRI,2014.0,Autumn,Maize,580.0,673.9,
156149,Odisha,MALKANGIRI,2014.0,Autumn,Ragi,507.0,248.4,
156150,Odisha,MALKANGIRI,2014.0,Autumn,Rice,9000.0,11000.0,
156164,Odisha,MALKANGIRI,2015.0,Autumn,Maize,593.0,709.3,
156165,Odisha,MALKANGIRI,2015.0,Autumn,Ragi,442.0,222.3,
156166,Odisha,MALKANGIRI,2015.0,Autumn,Rice,10000.0,9000.0,
156180,Odisha,MAYURBHANJ,1997.0,Autumn,Arhar/Tur,16.0,1.0,
156181,Odisha,MAYURBHANJ,1997.0,Autumn,Groundnut,57.0,31.0,
156182,Odisha,MAYURBHANJ,1997.0,Autumn,Jute,80.0,110.0,
156183,Odisha,MAYURBHANJ,1997.0,Autumn,Maize,1655.0,1113.0,
156184,Odisha,MAYURBHANJ,1997.0,Autumn,Paddy,64710.0,62400.0,
156185,Odisha,MAYURBHANJ,1997.0,Autumn,Sesamum,54.0,7.0,
156186,Odisha,MAYURBHANJ,1997.0,Autumn,Urad,2221.0,597.0,
156204,Odisha,MAYURBHANJ,1998.0,Autumn,Groundnut,368.0,168.0,
156205,Odisha,MAYURBHANJ,1998.0,Autumn,Jute,14.0,72.0,
156206,Odisha,MAYURBHANJ,1998.0,Autumn,Maize,1657.0,942.0,
156207,Odisha,MAYURBHANJ,1998.0,Autumn,Moong(Green Gram),8.0,1.0,
156208,Odisha,MAYURBHANJ,1998.0,Autumn,Ragi,3.0,1.0,
156209,Odisha,MAYURBHANJ,1998.0,Autumn,Rice,65764.0,27676.0,
156210,Odisha,MAYURBHANJ,1998.0,Autumn,Sesamum,90.0,9.0,
156211,Odisha,MAYURBHANJ,1998.0,Autumn,Urad,2431.0,388.0,
156229,Odisha,MAYURBHANJ,1999.0,Autumn,Rice,62000.0,55000.0,
156272,Odisha,MAYURBHANJ,2000.0,Autumn,Rice,59320.0,39660.0,
156414,Odisha,MAYURBHANJ,2004.0,Autumn,Groundnut,99.0,68.2,
156415,Odisha,MAYURBHANJ,2004.0,Autumn,Maize,2069.0,1697.8,
156416,Odisha,MAYURBHANJ,2004.0,Autumn,Moong(Green Gram),8.0,2.8,
156417,Odisha,MAYURBHANJ,2004.0,Autumn,Ragi,2.0,0.2,
156418,Odisha,MAYURBHANJ,2004.0,Autumn,Rice,58000.0,56000.0,
156419,Odisha,MAYURBHANJ,2004.0,Autumn,Sesamum,186.0,32.7,
156420,Odisha,MAYURBHANJ,2004.0,Autumn,Urad,2133.0,550.3,
156455,Odisha,MAYURBHANJ,2005.0,Autumn,Groundnut,106.0,70.1,
156456,Odisha,MAYURBHANJ,2005.0,Autumn,Maize,1681.0,1293.6,
156457,Odisha,MAYURBHANJ,2005.0,Autumn,Moong(Green Gram),4.0,1.3,
156458,Odisha,MAYURBHANJ,2005.0,Autumn,Ragi,1.0,0.5,
156459,Odisha,MAYURBHANJ,2005.0,Autumn,Rice,53000.0,49000.0,
156460,Odisha,MAYURBHANJ,2005.0,Autumn,Sesamum,78.0,13.3,
156461,Odisha,MAYURBHANJ,2005.0,Autumn,Urad,1885.0,427.9,
156480,Odisha,MAYURBHANJ,2006.0,Autumn,Groundnut,114.0,56.5,
156481,Odisha,MAYURBHANJ,2006.0,Autumn,Maize,1212.0,878.7,
156482,Odisha,MAYURBHANJ,2006.0,Autumn,Rice,47000.0,53000.0,
156483,Odisha,MAYURBHANJ,2006.0,Autumn,Sesamum,81.0,12.4,
156484,Odisha,MAYURBHANJ,2006.0,Autumn,Urad,1218.0,263.1,
156504,Odisha,MAYURBHANJ,2007.0,Autumn,Groundnut,124.0,71.2,
156505,Odisha,MAYURBHANJ,2007.0,Autumn,Jute,1.0,4.0,
156506,Odisha,MAYURBHANJ,2007.0,Autumn,Maize,1208.0,876.5,
156507,Odisha,MAYURBHANJ,2007.0,Autumn,Rice,57000.0,67000.0,
156508,Odisha,MAYURBHANJ,2007.0,Autumn,Sesamum,80.0,12.0,
156509,Odisha,MAYURBHANJ,2007.0,Autumn,Urad,1202.0,293.3,
156527,Odisha,MAYURBHANJ,2008.0,Autumn,Groundnut,11.0,3.7,
156528,Odisha,MAYURBHANJ,2008.0,Autumn,Maize,771.0,717.4,
156529,Odisha,MAYURBHANJ,2008.0,Autumn,Rice,55000.0,64000.0,
156530,Odisha,MAYURBHANJ,2008.0,Autumn,Sesamum,56.0,8.3,
156531,Odisha,MAYURBHANJ,2008.0,Autumn,Urad,1281.0,385.6,
156549,Odisha,MAYURBHANJ,2009.0,Autumn,Groundnut,74.0,43.4,
156550,Odisha,MAYURBHANJ,2009.0,Autumn,Maize,772.0,669.3,
156551,Odisha,MAYURBHANJ,2009.0,Autumn,Moong(Green Gram),7.0,1.2,
156552,Odisha,MAYURBHANJ,2009.0,Autumn,Rice,46000.0,43000.0,
156553,Odisha,MAYURBHANJ,2009.0,Autumn,Sesamum,56.0,10.8,
156554,Odisha,MAYURBHANJ,2009.0,Autumn,Urad,1375.0,365.8,
156572,Odisha,MAYURBHANJ,2010.0,Autumn,Groundnut,6.0,1.8,
156573,Odisha,MAYURBHANJ,2010.0,Autumn,Maize,2045.0,2963.1,
156574,Odisha,MAYURBHANJ,2010.0,Autumn,Moong(Green Gram),3.0,0.3,
156575,Odisha,MAYURBHANJ,2010.0,Autumn,Rice,44000.0,14000.0,
156576,Odisha,MAYURBHANJ,2010.0,Autumn,Sesamum,81.0,14.3,
156577,Odisha,MAYURBHANJ,2010.0,Autumn,Urad,1381.0,295.5,
156595,Odisha,MAYURBHANJ,2011.0,Autumn,Groundnut,8.0,5.8,
156596,Odisha,MAYURBHANJ,2011.0,Autumn,Maize,890.0,970.7,
156597,Odisha,MAYURBHANJ,2011.0,Autumn,Moong(Green Gram),8.0,2.0,
156598,Odisha,MAYURBHANJ,2011.0,Autumn,Rice,29000.0,39000.0,
156599,Odisha,MAYURBHANJ,2011.0,Autumn,Sesamum,30.0,5.0,
156600,Odisha,MAYURBHANJ,2011.0,Autumn,Urad,1093.0,221.9,
156619,Odisha,MAYURBHANJ,2012.0,Autumn,Groundnut,41.0,38.9,
156620,Odisha,MAYURBHANJ,2012.0,Autumn,Maize,1171.0,2079.1,
156621,Odisha,MAYURBHANJ,2012.0,Autumn,Moong(Green Gram),8.0,2.0,
156622,Odisha,MAYURBHANJ,2012.0,Autumn,Rice,25000.0,30000.0,
156623,Odisha,MAYURBHANJ,2012.0,Autumn,Sesamum,45.0,11.3,
156624,Odisha,MAYURBHANJ,2012.0,Autumn,Urad,832.0,247.9,
156642,Odisha,MAYURBHANJ,2013.0,Autumn,Groundnut,23.0,13.7,
156643,Odisha,MAYURBHANJ,2013.0,Autumn,Maize,1548.0,2649.4,
156644,Odisha,MAYURBHANJ,2013.0,Autumn,Rice,28000.0,29000.0,
156645,Odisha,MAYURBHANJ,2013.0,Autumn,Sesamum,117.0,34.7,
156646,Odisha,MAYURBHANJ,2013.0,Autumn,Urad,697.0,174.3,
156664,Odisha,MAYURBHANJ,2014.0,Autumn,Groundnut,9.0,8.3,
156665,Odisha,MAYURBHANJ,2014.0,Autumn,Maize,916.0,1396.3,
156666,Odisha,MAYURBHANJ,2014.0,Autumn,Rice,36000.0,56000.0,
156667,Odisha,MAYURBHANJ,2014.0,Autumn,Sesamum,118.0,43.1,
156668,Odisha,MAYURBHANJ,2014.0,Autumn,Urad,640.0,178.6,
156686,Odisha,MAYURBHANJ,2015.0,Autumn,Maize,694.0,1127.6,
156687,Odisha,MAYURBHANJ,2015.0,Autumn,Rice,37000.0,33000.0,
156688,Odisha,MAYURBHANJ,2015.0,Autumn,Sesamum,77.0,27.9,
156689,Odisha,MAYURBHANJ,2015.0,Autumn,Urad,552.0,152.9,
156706,Odisha,NABARANGPUR,1997.0,Autumn,Arhar/Tur,47.0,7.0,
156707,Odisha,NABARANGPUR,1997.0,Autumn,Groundnut,176.0,192.0,
156708,Odisha,NABARANGPUR,1997.0,Autumn,Maize,20154.0,34871.0,
156709,Odisha,NABARANGPUR,1997.0,Autumn,Paddy,42277.0,34046.0,
156710,Odisha,NABARANGPUR,1997.0,Autumn,Ragi,5976.0,3209.0,
156711,Odisha,NABARANGPUR,1997.0,Autumn,Urad,4686.0,1832.0,
156727,Odisha,NABARANGPUR,1998.0,Autumn,Groundnut,59.0,53.0,
156728,Odisha,NABARANGPUR,1998.0,Autumn,Maize,19901.0,36194.0,
156729,Odisha,NABARANGPUR,1998.0,Autumn,Ragi,6292.0,3303.0,
156730,Odisha,NABARANGPUR,1998.0,Autumn,Rice,49365.0,38950.0,
156731,Odisha,NABARANGPUR,1998.0,Autumn,Urad,5811.0,3301.0,
156748,Odisha,NABARANGPUR,1999.0,Autumn,Rice,47000.0,49000.0,
156792,Odisha,NABARANGPUR,2000.0,Autumn,Rice,46750.0,30700.0,
156929,Odisha,NABARANGPUR,2004.0,Autumn,Groundnut,311.0,320.0,
156930,Odisha,NABARANGPUR,2004.0,Autumn,Maize,23495.0,55635.6,
156931,Odisha,NABARANGPUR,2004.0,Autumn,Ragi,4504.0,2031.3,
156932,Odisha,NABARANGPUR,2004.0,Autumn,Rice,52000.0,39000.0,
156968,Odisha,NABARANGPUR,2005.0,Autumn,Groundnut,546.0,281.2,
156969,Odisha,NABARANGPUR,2005.0,Autumn,Maize,26157.0,53846.5,
156970,Odisha,NABARANGPUR,2005.0,Autumn,Ragi,4767.0,2021.2,
156971,Odisha,NABARANGPUR,2005.0,Autumn,Rice,45000.0,27000.0,
156987,Odisha,NABARANGPUR,2006.0,Autumn,Groundnut,226.0,163.9,
156988,Odisha,NABARANGPUR,2006.0,Autumn,Maize,23181.0,50274.6,
156989,Odisha,NABARANGPUR,2006.0,Autumn,Ragi,4914.0,2147.4,
156990,Odisha,NABARANGPUR,2006.0,Autumn,Rice,42000.0,39000.0,
157005,Odisha,NABARANGPUR,2007.0,Autumn,Groundnut,535.0,607.2,
157006,Odisha,NABARANGPUR,2007.0,Autumn,Maize,34559.0,86777.6,
157007,Odisha,NABARANGPUR,2007.0,Autumn,Ragi,4892.0,2353.1,
157008,Odisha,NABARANGPUR,2007.0,Autumn,Rice,39000.0,36000.0,
157025,Odisha,NABARANGPUR,2008.0,Autumn,Groundnut,240.0,154.3,
157026,Odisha,NABARANGPUR,2008.0,Autumn,Maize,38851.0,98487.3,
157027,Odisha,NABARANGPUR,2008.0,Autumn,Ragi,3477.0,1477.7,
157028,Odisha,NABARANGPUR,2008.0,Autumn,Rice,35000.0,34000.0,
157045,Odisha,NABARANGPUR,2009.0,Autumn,Groundnut,350.0,240.5,
157046,Odisha,NABARANGPUR,2009.0,Autumn,Maize,50484.0,139225.6,
157047,Odisha,NABARANGPUR,2009.0,Autumn,Ragi,3348.0,1406.2,
157048,Odisha,NABARANGPUR,2009.0,Autumn,Rice,42000.0,27000.0,
157062,Odisha,NABARANGPUR,2010.0,Autumn,Groundnut,274.0,167.7,
157063,Odisha,NABARANGPUR,2010.0,Autumn,Maize,73950.0,232203.0,
157064,Odisha,NABARANGPUR,2010.0,Autumn,Ragi,3514.0,1623.5,
157065,Odisha,NABARANGPUR,2010.0,Autumn,Rice,35000.0,44000.0,
157080,Odisha,NABARANGPUR,2011.0,Autumn,Groundnut,390.0,108.4,
157081,Odisha,NABARANGPUR,2011.0,Autumn,Maize,63634.0,149158.1,
157082,Odisha,NABARANGPUR,2011.0,Autumn,Ragi,1889.0,621.5,
157083,Odisha,NABARANGPUR,2011.0,Autumn,Rice,26000.0,13000.0,
157095,Odisha,NABARANGPUR,2012.0,Autumn,Groundnut,409.0,224.5,
157096,Odisha,NABARANGPUR,2012.0,Autumn,Maize,53923.0,160690.6,
157097,Odisha,NABARANGPUR,2012.0,Autumn,Ragi,1431.0,678.3,
157098,Odisha,NABARANGPUR,2012.0,Autumn,Rice,29000.0,44000.0,
157111,Odisha,NABARANGPUR,2013.0,Autumn,Groundnut,181.0,115.5,
157112,Odisha,NABARANGPUR,2013.0,Autumn,Maize,56139.0,202549.5,
157113,Odisha,NABARANGPUR,2013.0,Autumn,Ragi,1095.0,557.4,
157114,Odisha,NABARANGPUR,2013.0,Autumn,Rice,20000.0,34000.0,
157126,Odisha,NABARANGPUR,2014.0,Autumn,Groundnut,684.0,548.6,
157127,Odisha,NABARANGPUR,2014.0,Autumn,Maize,51473.0,131770.9,
157128,Odisha,NABARANGPUR,2014.0,Autumn,Ragi,1065.0,419.6,
157129,Odisha,NABARANGPUR,2014.0,Autumn,Rice,25000.0,39000.0,
157141,Odisha,NABARANGPUR,2015.0,Autumn,Groundnut,290.0,127.9,
157142,Odisha,NABARANGPUR,2015.0,Autumn,Maize,21666.0,47058.6,
157143,Odisha,NABARANGPUR,2015.0,Autumn,Ragi,1570.0,522.8,
157144,Odisha,NABARANGPUR,2015.0,Autumn,Rice,21000.0,17000.0,
157145,Odisha,NABARANGPUR,2015.0,Autumn,Urad,1.0,0.7,
157160,Odisha,NAYAGARH,1997.0,Autumn,Groundnut,169.0,146.0,
157161,Odisha,NAYAGARH,1997.0,Autumn,Maize,587.0,473.0,
157162,Odisha,NAYAGARH,1997.0,Autumn,Paddy,3412.0,4595.0,
157163,Odisha,NAYAGARH,1997.0,Autumn,Ragi,318.0,183.0,
157164,Odisha,NAYAGARH,1997.0,Autumn,Sesamum,5.0,1.0,
157165,Odisha,NAYAGARH,1997.0,Autumn,Urad,34.0,11.0,
157184,Odisha,NAYAGARH,1998.0,Autumn,Groundnut,131.0,145.0,
157185,Odisha,NAYAGARH,1998.0,Autumn,Maize,345.0,263.0,
